5169563,1703351778900,0.002,0,0.016,0,0,0.003
5169564,1703351790848,0,0,0.016,0,0,0.003
5169565,1703351802465,0.001,0,0.019,0,0,0.005
5169566,1703351815036,0,0,0.016,0,0,0.003
5170232,1703359896280,0,0,0.016,0,0,0.003
